PRINCE GEORGE COUNTY,1,1,,,377,263,93,21,13.2,13.7,10.8,27.5,58.7,64.1,45.2,78.3
SURRY COUNTY,4,3,1,,74,33,41,,11.7,10.8,12.6,,55.8,55.2,56.6,
SUSSEX COUNTY,,,,,101,30,69,2,10.1,7.1,12.1,72.0,49.3,38.0,55.2,227.3
COLONIAL HEIGHTS CITY,,,,,200,161,32,7,12.6,10.6,178.6,12.8,63.9,54.4,809.0,54.1
EMPORIA CITY,143,34,109,,67,18,49,,12.7,7.0,18.6,,69.8,43.1,91.6,
HOPEWELL CITY,520,301,201,18,362,202,152,8,15.8,12.9,22.2,18.0,69.2,62.1,83.6,51.3
PETERSBURG CITY,"1,388",626,734,28,551,98,444,9,15.3,13.0,15.8,23.4,67.6,82.2,64.7,90.9
PLANNING DISTRICT 20,"16,961","10,581","5,745",635,"16,409","10,171","5,617",621,15.0,13.9,17.2,16.1,63.4,60.0,71.1,60.2
ISLE OF WIGHT COUNTY,,,,,391,274,115,2,13.8,13.4,14.8,17.0,62.6,61.3,66.1,61.5
SOUTHAMPTON COUNTY,1,1,,,186,109,77,,10.7,11.0,10.5,,58.3,59.6,56.7,
CHESAPEAKE CITY,"2,970","2,108",735,127,"2,701","1,877",754,70,15.5,15.2,15.6,25.4,64.4,64.3,63.1,88.1
FRANKLIN CITY,280,152,128,,106,38,68,,13.1,10.3,15.6,,63.1,55.0,69.2,
NORFOLK CITY,"5,296","2,795","2,304",197,"4,083","1,938","1,974",171,15.8,13.6,18.5,20.0,69.6,62.7,77.2,79.6
PORTSMOUTH CITY,"4,138","2,503","1,485",150,"1,652",699,924,29,16.0,13.7,18.1,24.3,71.0,64.0,76.7,98.4
SUFFOLK CITY,822,436,375,11,842,453,378,11,14.9,14.3,15.4,33.1,67.6,69.2,65.0,117.8
VIRGINIA BEACH CITY,"3,454","2,586",718,150,"6,448","4,783","1,327",338,14.4,13.8,17.6,13.2,58.0,56.4,68.1,48.8
PLANNING DISTRICT 21,"7,087","4,406","2,460",221,"6,517","3,915","2,388",214,15.2,14.0,17.1,19.7,62.8,60.4,67.1,62.9
JAMES CITY COUNTY,5,5,,,497,385,100,12,12.2,11.2,16.9,25.1,54.6,51.1,69.9,88.7
YORK COUNTY,2,2,,,529,424,77,28,11.3,11.1,10.6,23.1,50.9,50.4,48.2,74.3
HAMPTON CITY,"2,105","1,007","1,024",74,"2,085","1,119",906,60,15.0,14.5,15.4,19.3,61.1,62.5,59.2,63.4
NEWPORT NEWS CITY,"4,059","2,685","1,252",122,"3,166","1,791","1,274",101,17.6,16.5,19.3,18.9,73.3,71.9,76.7,60.9
POQUOSON CITY,1,1,,,118,115,,3,9.7,9.8,,10.2,44.9,45.6,,37.7
WILLIAMSBURG CITY,915,706,184,25,122,81,31,10,10.0,8.4,14.6,23.0,28.2,23.3,47.5,49.3
PLANNING DISTRICT 22,488,257,223,8,573,328,237,8,12.8,11.8,14.1,53.6,66.9,66.5,65.9,237.1
ACCOMACK COUNTY,2,1,1,,402,235,161,6,12.5,11.2,14.6,51.4,65.0,63.0,66.4,212.6
NORTHAMPTON COUNTY,486,256,222,8,171,93,76,2,13.4,13.4,13.2,61.9,72.0,77.4,65.0,362.6
PLANNING DISTRICT 23,"24,048","14,987","8,205",856,"22,926","14,086","8,005",835,15.0,14.0,17.2,16.9,63.3,60.2,69.9,60.9
UNKNOWN VIRGINIA,,,,,3,1,2,,,,,,,,,
"NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.",,,,,,
,,,,,,IV-3,IV-3,,,,,,,,,
